,Season,Seed_Team_ID_H,Seed_Team_ID_L,Team_ID_L,Team_ID_H,Higher_Seed,Lower_Seed,Did_Higher_Seed_Win,High_Seed_Win_Percentage,Frequency_of_Seed_Matchup
117,1986,4,5,1268,1424,4,5,1,0.5540540540540541,74
118,1986,4,8,1120,1424,4,8,0,0.4444444444444444,9
119,1986,4,13,1419,1424,4,13,1,0.7928571428571428,140
120,1986,6,3,1314,1412,3,6,1,0.6111111111111112,72
121,1986,6,11,1281,1412,6,11,1,0.6285714285714286,140
122,1986,8,9,1112,1120,8,9,1,0.4857142857142857,140
123,1986,10,7,1133,1431,7,10,1,0.6071428571428571,140
124,1986,12,5,1268,1337,5,12,1,0.6428571428571429,140
125,1986,14,3,1314,1428,3,14,1,0.85,140
126,1987,1,9,1276,1314,1,9,1,0.9166666666666666,72
127,1987,2,1,1314,1393,1,2,0,0.5384615384615384,65
128,1987,2,6,1196,1393,2,6,1,0.7741935483870968,31
129,1987,2,15,1204,1393,2,15,1,0.9428571428571428,140
130,1987,2,6,1344,1393,2,6,1,0.7741935483870968,31
131,1987,2,1,1231,1393,1,2,1,0.5384615384615384,65
132,1987,3,6,1196,1345,3,6,0,0.6111111111111112,72
133,1987,3,14,1318,1345,3,14,1,0.85,140
134,1987,4,5,1323,1395,4,5,0,0.5540540540540541,74
135,1987,4,13,1267,1395,4,13,1,0.7928571428571428,140
136,1987,5,1,1314,1323,1,5,1,0.8297872340425532,47
137,1987,5,12,1292,1323,5,12,1,0.6428571428571429,140
138,1987,7,10,1443,1452,7,10,0,0.6071428571428571,140
139,1987,8,9,1276,1298,8,9,0,0.4857142857142857,140
140,1987,10,2,1393,1443,2,10,1,0.64,50
141,1987,11,6,1196,1301,6,11,1,0.6285714285714286,140
142,1987,16,1,1314,1335,1,16,1,0.9928571428571429,140
143,1987,1,16,1137,1207,1,16,1,0.9928571428571429,140
144,1987,3,14,1122,1228,3,14,0,0.85,140
145,1987,5,1,1207,1242,1,5,1,0.8297872340425532,47
146,1987,5,12,1222,1242,5,12,1,0.6428571428571429,140
147,1987,6,1,1207,1344,1,6,0,0.7272727272727273,11
148,1987,6,2,1104,1344,2,6,0,0.7741935483870968,31
149,1987,6,14,1122,1344,6,14,1,0.875,16
150,1987,7,2,1104,1309,2,7,1,0.6951219512195121,82
151,1987,7,10,1140,1309,7,10,1,0.6071428571428571,140
152,1987,9,1,1207,1326,1,9,1,0.9166666666666666,72
153,1987,9,8,1246,1326,8,9,0,0.4857142857142857,140
154,1987,11,6,1344,1412,6,11,1,0.6285714285714286,140
155,1987,13,4,1155,1283,4,13,0,0.7928571428571428,140
156,1987,13,5,1242,1283,5,13,1,0.8235294117647058,17
157,1987,15,2,1104,1299,2,15,1,0.9428571428571428,140
158,1987,1,5,1181,1231,1,5,1,0.8297872340425532,47
159,1987,1,8,1120,1231,1,8,1,0.8,70
160,1987,1,16,1193,1231,1,16,1,0.9928571428571429,140
161,1987,2,10,1261,1396,2,10,0,0.64,50
162,1987,2,15,1380,1396,2,15,1,0.9428571428571428,140
163,1987,6,3,1177,1385,3,6,1,0.6111111111111112,72
164,1987,9,8,1120,1360,8,9,1,0.4857142857142857,140
165,1987,10,1,1231,1261,1,10,1,0.8333333333333334,6
166,1987,10,3,1177,1261,3,10,0,0.6923076923076923,13
167,1987,10,7,1210,1261,7,10,0,0.6071428571428571,140
168,1987,11,6,1385,1455,6,11,1,0.6285714285714286,140
169,1987,12,5,1181,1401,5,12,1,0.6428571428571429,140
170,1987,13,4,1281,1462,4,13,0,0.7928571428571428,140
171,1987,13,5,1181,1462,5,13,1,0.8235294117647058,17
172,1987,14,3,1177,1256,3,14,1,0.85,140
173,1987,1,1,1231,1424,1,1,0,0.0,20
174,1987,1,2,1234,1424,1,2,1,0.5384615384615384,65
175,1987,1,9,1243,1424,1,9,1,0.9166666666666666,72
176,1987,1,16,1226,1424,1,16,1,0.9928571428571429,140
177,1987,3,6,1328,1338,3,6,0,0.6111111111111112,72
178,1987,3,14,1265,1338,3,14,1,0.85,140
179,1987,4,13,1141,1417,4,13,1,0.7928571428571428,140
180,1987,6,2,1234,1328,2,6,1,0.7741935483870968,31
181,1987,7,2,1234,1431,2,7,1,0.6951219512195121,82
182,1987,7,10,1112,1431,7,10,1,0.6071428571428571,140
183,1987,9,8,1208,1243,8,9,0,0.4857142857142857,140
184,1987,11,6,1328,1409,6,11,1,0.6285714285714286,140
185,1987,12,1,1424,1461,1,12,1,1.0,20
186,1987,12,4,1417,1461,4,12,0,0.6842105263157895,38
187,1987,12,5,1438,1461,5,12,0,0.6428571428571429,140
188,1987,15,2,1234,1365,2,15,1,0.9428571428571428,140
189,1988,1,2,1181,1396,1,2,0,0.5384615384615384,65
190,1988,1,8,1207,1396,1,8,1,0.8,70
191,1988,1,13,1350,1396,1,13,1,1.0,4
192,1988,1,16,1250,1396,1,16,1,0.9928571428571429,140
193,1988,2,15,1131,1181,2,15,1,0.9428571428571428,140
194,1988,3,11,1348,1393,3,11,0,0.6530612244897959,49
195,1988,3,14,1299,1393,3,14,1,0.85,140
196,1988,7,2,1181,1374,2,7,1,0.6951219512195121,82
197,1988,7,10,1323,1374,7,10,1,0.6071428571428571,140
198,1988,9,8,1207,1261,8,9,1,0.4857142857142857,140
199,1988,11,2,1181,1348,2,11,1,0.875,16
200,1988,11,6,1281,1348,6,11,0,0.6285714285714286,140
201,1988,12,5,1210,1235,5,12,1,0.6428571428571429,140
202,1988,13,4,1231,1350,4,13,0,0.7928571428571428,140
203,1988,13,5,1210,1350,5,13,0,0.8235294117647058,17
204,1988,1,4,1243,1345,1,4,0,0.7301587301587301,63
205,1988,1,9,1272,1345,1,9,1,0.9166666666666666,72
206,1988,1,16,1192,1345,1,16,1,0.9928571428571429,140
207,1988,2,15,1185,1338,2,15,1,0.9428571428571428,140
208,1988,3,14,1293,1301,3,14,0,0.85,140
209,1988,4,5,1177,1243,4,5,1,0.5540540540540541,74
210,1988,4,6,1242,1243,4,6,0,0.5,4
211,1988,6,2,1181,1242,2,6,0,0.7741935483870968,31
212,1988,7,2,1338,1435,2,7,0,0.6951219512195121,82
213,1988,7,6,1242,1435,6,7,1,0.5714285714285714,7
214,1988,7,10,1429,1435,7,10,1,0.6071428571428571,140
215,1988,9,8,1124,1272,8,9,0,0.4857142857142857,140
216,1988,11,6,1242,1462,6,11,1,0.6285714285714286,140
217,1988,12,5,1177,1455,5,12,1,0.6428571428571429,140
218,1988,13,4,1243,1247,4,13,1,0.7928571428571428,140
219,1988,14,6,1242,1293,6,14,1,0.875,16
220,1988,1,6,1242,1328,1,6,0,0.7272727272727273,11
221,1988,1,5,1257,1328,1,5,1,0.8297872340425532,47
222,1988,1,8,1120,1328,1,8,1,0.8,70
223,1988,1,16,1151,1328,1,16,1,0.9928571428571429,140
224,1988,1,1,1112,1328,1,1,0,0.0,20
225,1988,5,4,1140,1257,4,5,0,0.5540540540540541,74
226,1988,6,1,1328,1437,1,6,1,0.7272727272727273,11
227,1988,6,2,1246,1437,2,6,0,0.7741935483870968,31
228,1988,6,3,1228,1437,3,6,0,0.6111111111111112,72
229,1988,6,11,1116,1437,6,11,1,0.6285714285714286,140
230,1988,7,2,1246,1268,2,7,1,0.6951219512195121,82
231,1988,9,8,1120,1133,8,9,1,0.4857142857142857,140
232,1988,10,7,1268,1364,7,10,1,0.6071428571428571,140
233,1988,12,5,1257,1333,5,12,1,0.6428571428571429,140
234,1988,13,4,1140,1150,4,13,1,0.7928571428571428,140
235,1988,14,3,1228,1427,3,14,1,0.85,140
236,1988,15,2,1246,1380,2,15,1,0.9428571428571428,140
237,1988,2,1,1112,1314,1,2,1,0.5384615384615384,65
238,1988,2,3,1276,1314,2,3,1,0.6071428571428571,56
239,1988,2,10,1258,1314,2,10,1,0.64,50
240,1988,3,6,1196,1276,3,6,1,0.6111111111111112,72
241,1988,3,14,1129,1276,3,14,1,0.85,140
242,1988,4,5,1234,1424,4,5,0,0.5540540540540541,74
243,1988,4,13,1283,1424,4,13,1,0.7928571428571428,140
244,1988,5,1,1112,1234,1,5,1,0.8297872340425532,47
245,1988,5,12,1199,1234,5,12,1,0.6428571428571429,140
246,1988,7,10,1258,1461,7,10,0,0.6071428571428571,140
247,1988,8,1,1112,1371,1,8,1,0.8,70
248,1988,9,8,1371,1431,8,9,1,0.4857142857142857,140
249,1988,11,6,1196,1385,6,11,1,0.6285714285714286,140
250,1988,15,2,1314,1317,2,15,1,0.9428571428571428,140
251,1988,16,1,1112,1165,1,16,1,0.9928571428571429,140
252,1989,1,2,1181,1207,1,2,0,0.5384615384615384,65
253,1989,3,14,1373,1390,3,14,0,0.85,140
254,1989,5,1,1207,1301,1,5,1,0.8297872340425532,47
255,1989,5,4,1234,1301,4,5,0,0.5540540540540541,74
256,1989,7,2,1181,1452,2,7,1,0.6951219512195121,82
257,1989,7,10,1397,1452,7,10,1,0.6071428571428571,140
258,1989,8,9,1323,1435,8,9,0,0.4857142857142857,140
259,1989,9,1,1207,1323,1,9,1,0.9166666666666666,72
260,1989,11,2,1181,1278,2,11,1,0.875,16
261,1989,11,6,1243,1278,6,11,0,0.6285714285714286,140
262,1989,12,5,1301,1376,5,12,1,0.6428571428571429,140
263,1989,13,4,1234,1353,4,13,1,0.7928571428571428,140
264,1989,14,11,1278,1373,11,14,1,1.0,5
265,1989,15,2,1181,1354,2,15,1,0.9428571428571428,140
266,1989,16,1,1207,1343,1,16,1,0.9928571428571429,140
267,1989,2,15,1206,1231,2,15,1,0.9428571428571428,140
268,1989,3,2,1181,1371,2,3,0,0.6071428571428571,56
269,1989,3,2,1231,1371,2,3,0,0.6071428571428571,56
270,1989,3,11,1191,1371,3,11,1,0.6530612244897959,49
271,1989,3,14,1283,1371,3,14,1,0.85,140
272,1989,3,3,1276,1371,3,3,0,0.0,1
273,1989,4,1,1112,1424,1,4,0,0.7301587301587301,63
274,1989,4,3,1371,1424,3,4,1,0.5714285714285714,7
275,1989,4,12,1177,1424,4,12,1,0.6842105263157895,38
276,1989,4,13,1225,1424,4,13,1,0.7928571428571428,140
277,1989,5,12,1177,1272,5,12,0,0.6428571428571429,140
278,1989,6,11,1191,1333,6,11,0,0.6285714285714286,140
279,1989,7,2,1231,1431,2,7,1,0.6951219512195121,82
280,1989,7,10,1261,1431,7,10,1,0.6071428571428571,140
281,1989,8,9,1155,1388,8,9,0,0.4857142857142857,140
282,1989,9,1,1112,1155,1,9,1,0.9166666666666666,72
283,1989,16,1,1112,1352,1,16,1,0.9928571428571429,140
284,1989,1,9,1123,1228,1,9,1,0.9166666666666666,72
285,1989,2,1,1228,1393,1,2,1,0.5384615384615384,65
286,1989,2,3,1281,1393,2,3,1,0.6071428571428571,56
287,1989,2,10,1161,1393,2,10,1,0.64,50
288,1989,2,15,1137,1393,2,15,1,0.9428571428571428,140
289,1989,3,14,1166,1281,3,14,1,0.85,140
290,1989,4,1,1228,1257,1,4,1,0.7301587301587301,63
291,1989,4,5,1116,1257,4,5,1,0.5540540540540541,74
292,1989,4,13,1114,1257,4,13,1,0.7928571428571428,140
293,1989,7,10,1161,1196,7,10,0,0.6071428571428571,140
294,1989,8,9,1123,1338,8,9,0,0.4857142857142857,140
295,1989,11,3,1281,1400,3,11,1,0.6530612244897959,49
296,1989,11,6,1210,1400,6,11,0,0.6285714285714286,140
297,1989,12,5,1116,1258,5,12,1,0.6428571428571429,140
298,1989,16,1,1228,1270,1,16,1,0.9928571428571429,140
299,1989,1,9,1256,1328,1,9,1,0.9166666666666666,72
300,1989,1,16,1190,1328,1,16,1,0.9928571428571429,140
301,1989,2,3,1276,1314,2,3,0,0.6071428571428571,56
302,1989,3,1,1228,1276,1,3,0,0.6,35
303,1989,5,1,1328,1438,1,5,0,0.8297872340425532,47
304,1989,5,3,1276,1438,3,5,1,0.6666666666666666,3
305,1989,5,12,1344,1438,5,12,1,0.6428571428571429,140
306,1989,5,13,1292,1438,5,13,1,0.8235294117647058,17
307,1989,7,2,1314,1417,2,7,1,0.6951219512195121,82
308,1989,7,10,1235,1417,7,10,1,0.6071428571428571,140
309,1989,9,8,1247,1256,8,9,0,0.4857142857142857,140
310,1989,11,3,1276,1375,3,11,1,0.6530612244897959,49
311,1989,11,6,1104,1375,6,11,0,0.6285714285714286,140
312,1989,13,4,1199,1292,4,13,0,0.7928571428571428,140
313,1989,14,3,1276,1462,3,14,1,0.85,140
314,1989,15,2,1314,1380,2,15,1,0.9428571428571428,140
315,1990,1,5,1155,1163,1,5,1,0.8297872340425532,47
316,1990,1,9,1143,1163,1,9,1,0.9166666666666666,72
317,1990,1,16,1131,1163,1,16,1,0.9928571428571429,140
318,1990,3,1,1163,1181,1,3,0,0.6,35
319,1990,3,4,1116,1181,3,4,1,0.5714285714285714,7
320,1990,4,5,1155,1247,4,5,0,0.5540540540540541,74
321,1990,5,12,1140,1155,5,12,1,0.6428571428571429,140
322,1990,6,3,1181,1385,3,6,1,0.6111111111111112,72
323,1990,7,2,1242,1417,2,7,0,0.6951219512195121,82
324,1990,7,3,1181,1417,3,7,1,0.6,15
325,1990,7,10,1412,1417,7,10,1,0.6071428571428571,140
326,1990,8,9,1143,1231,8,9,0,0.4857142857142857,140
327,1990,11,6,1385,1396,6,11,1,0.6285714285714286,140
328,1990,13,4,1247,1379,4,13,1,0.7928571428571428,140
329,1990,14,3,1181,1350,3,14,1,0.85,140
330,1990,15,2,1242,1352,2,15,1,0.9428571428571428,140
331,1990,1,8,1314,1328,1,8,0,0.8,70
332,1990,5,12,1173,1228,5,12,0,0.6428571428571429,140
333,1990,6,3,1207,1462,3,6,0,0.6111111111111112,72
334,1990,6,10,1400,1462,6,10,0,0.6666666666666666,6
335,1990,6,11,1243,1462,6,11,1,0.6285714285714286,140
336,1990,8,4,1116,1314,4,8,1,0.4444444444444444,9
337,1990,8,9,1283,1314,8,9,1,0.4857142857142857,140
338,1990,10,2,1345,1400,2,10,0,0.64,50
339,1990,10,4,1116,1400,4,10,1,1.0,2
340,1990,10,7,1208,1400,7,10,0,0.6071428571428571,140
341,1990,12,4,1116,1173,4,12,1,0.6842105263157895,38
342,1990,13,4,1116,1343,4,13,1,0.7928571428571428,140
343,1990,14,3,1207,1411,3,14,1,0.85,140
344,1990,15,2,1345,1419,2,15,1,0.9428571428571428,140
345,1990,16,1,1328,1406,1,16,1,0.9928571428571429,140
346,1990,1,4,1210,1277,1,4,0,0.7301587301587301,63
347,1990,2,6,1278,1393,2,6,0,0.7741935483870968,31
348,1990,2,15,1164,1393,2,15,1,0.9428571428571428,140
349,1990,4,13,1190,1210,4,13,1,0.7928571428571428,140
350,1990,5,4,1210,1261,4,5,1,0.5540540540540541,74
351,1990,6,4,1210,1278,4,6,1,0.5,4
352,1990,7,2,1393,1438,2,7,1,0.6951219512195121,82
353,1990,7,10,1323,1438,7,10,1,0.6071428571428571,140
354,1990,9,1,1277,1364,1,9,1,0.9166666666666666,72
355,1990,9,8,1222,1364,8,9,0,0.4857142857142857,140
356,1990,11,6,1278,1431,6,11,1,0.6285714285714286,140
357,1990,12,5,1261,1437,5,12,1,0.6428571428571429,140
358,1990,14,3,1281,1320,3,14,0,0.85,140
359,1990,14,6,1278,1320,6,14,1,0.875,16
360,1990,16,1,1277,1293,1,16,1,0.9928571428571429,140
361,1990,1,3,1181,1424,1,3,1,0.6,35
362,1990,1,4,1210,1424,1,4,1,0.7301587301587301,63
363,1990,1,8,1326,1424,1,8,1,0.8,70
364,1990,1,11,1258,1424,1,11,1,0.5714285714285714,7
365,1990,1,12,1123,1424,1,12,1,1.0,20
366,1990,1,16,1114,1424,1,16,1,0.9928571428571429,140
367,1990,2,7,1104,1112,2,7,0,0.6951219512195121,82
368,1990,3,11,1258,1276,3,11,0,0.6530612244897959,49
369,1990,3,14,1229,1276,3,14,1,0.85,140
370,1990,4,12,1123,1257,4,12,0,0.6842105263157895,38
371,1990,4,13,1225,1257,4,13,1,0.7928571428571428,140
372,1990,5,12,1123,1333,5,12,0,0.6428571428571429,140
373,1990,6,11,1258,1308,6,11,0,0.6285714285714286,140
374,1990,9,8,1326,1344,8,9,1,0.4857142857142857,140
375,1990,10,7,1104,1161,7,10,1,0.6071428571428571,140
376,1990,11,7,1104,1258,7,11,0,0.0,4
377,1990,15,2,1112,1378,2,15,1,0.9428571428571428,140
378,1991,1,12,1185,1314,1,12,1,1.0,20
379,1991,1,3,1242,1314,1,3,0,0.6,35
380,1991,2,15,1350,1393,2,15,0,0.9428571428571428,140
381,1991,3,6,1301,1329,3,6,1,0.6111111111111112,72
382,1991,3,14,1307,1329,3,14,1,0.85,140
383,1991,4,13,1336,1417,4,13,0,0.7928571428571428,140
384,1991,5,12,1185,1280,5,12,0,0.6428571428571429,140
385,1991,9,1,1314,1437,1,9,1,0.9166666666666666,72
386,1991,9,8,1343,1437,8,9,0,0.4857142857142857,140
387,1991,10,1,1314,1396,1,10,1,0.8333333333333334,6
388,1991,10,3,1329,1396,3,10,0,0.6923076923076923,13
389,1991,10,7,1345,1396,7,10,0,0.6071428571428571,140
390,1991,10,15,1350,1396,10,15,1,1.0,5
391,1991,11,6,1301,1379,6,11,1,0.6285714285714286,140
392,1991,13,12,1185,1336,12,13,1,0.75,12
393,1991,16,1,1314,1318,1,16,1,0.9928571428571429,140
394,1991,1,4,1104,1116,1,4,1,0.7301587301587301,63
395,1991,1,8,1113,1116,1,8,1,0.8,70
396,1991,2,7,1199,1231,2,7,1,0.6951219512195121,82
397,1991,2,15,1157,1231,2,15,1,0.9428571428571428,140
398,1991,3,1,1116,1242,1,3,0,0.6,35
399,1991,3,2,1231,1242,2,3,0,0.6071428571428571,56
400,1991,3,2,1181,1242,2,3,1,0.6071428571428571,56
401,1991,5,4,1104,1448,4,5,1,0.5540540540540541,74
402,1991,5,12,1256,1448,5,12,1,0.6428571428571429,140
403,1991,6,3,1242,1338,3,6,1,0.6111111111111112,72
404,1991,6,11,1208,1338,6,11,1,0.6285714285714286,140
405,1991,9,8,1113,1353,8,9,1,0.4857142857142857,140
406,1991,10,7,1199,1425,7,10,1,0.6071428571428571,140
407,1991,13,4,1104,1293,4,13,1,0.7928571428571428,140
408,1991,14,3,1242,1309,3,14,1,0.85,140
409,1991,16,1,1116,1209,1,16,1,0.9928571428571429,140
410,1991,1,8,1210,1326,1,8,1,0.8,70
411,1991,2,11,1163,1181,2,11,1,0.875,16
412,1991,4,1,1326,1385,1,4,0,0.7301587301587301,63
413,1991,4,2,1181,1385,2,4,1,0.42857142857142855,7
414,1991,4,13,1296,1385,4,13,1,0.7928571428571428,140
415,1991,5,4,1385,1400,4,5,1,0.5540540540540541,74
416,1991,5,12,1389,1400,5,12,1,0.6428571428571429,140
417,1991,6,11,1163,1261,6,11,0,0.6285714285714286,140
418,1991,7,2,1181,1234,2,7,1,0.6951219512195121,82
419,1991,7,10,1190,1234,7,10,1,0.6071428571428571,140
420,1991,8,9,1177,1210,8,9,1,0.4857142857142857,140
421,1991,14,3,1304,1462,3,14,0,0.85,140
422,1991,14,11,1163,1462,11,14,1,1.0,5
423,1991,15,2,1181,1419,2,15,1,0.9428571428571428,140
424,1991,16,1,1326,1406,1,16,1,0.9928571428571429,140
425,1991,1,2,1181,1424,1,2,0,0.5384615384615384,65
426,1991,1,3,1371,1424,1,3,1,0.6,35
427,1991,1,8,1207,1424,1,8,1,0.8,70
428,1991,1,16,1285,1424,1,16,1,0.9928571428571429,140
429,1991,3,2,1112,1371,2,3,0,0.6071428571428571,56
430,1991,3,11,1166,1371,3,11,1,0.6530612244897959,49
431,1991,3,14,1337,1371,3,14,1,0.85,140
432,1991,4,1,1424,1428,1,4,1,0.7301587301587301,63
433,1991,4,5,1277,1428,4,5,1,0.5540540540540541,74
434,1991,4,13,1375,1428,4,13,1,0.7928571428571428,140
435,1991,6,11,1166,1308,6,11,0,0.6285714285714286,140
436,1991,7,10,1140,1438,7,10,0,0.6071428571428571,140
437,1991,9,8,1207,1435,8,9,1,0.4857142857142857,140
438,1991,10,2,1112,1140,2,10,1,0.64,50
439,1991,12,5,1277,1453,5,12,1,0.6428571428571429,140
440,1991,15,2,1112,1384,2,15,1,0.9428571428571428,140
441,1992,1,16,1144,1181,1,16,1,0.9928571428571429,140
442,1992,2,1,1181,1246,1,2,1,0.5384615384615384,65
443,1992,2,10,1235,1246,2,10,1,0.64,50
444,1992,3,2,1246,1269,2,3,1,0.6071428571428571,56
